"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Voutsa M.C.; Tsapatsoulis N.; Djouvas C.","Voutsa, Maria C. (57222131356); Tsapatsoulis, Nicolas (6603932656); Djouvas, Constantinos (15020432400)","57222131356; 6603932656; 15020432400","Biased by Design? Evaluating Bias and Behavioral Diversity in LLM Annotation of Real-World and Synthetic Hotel Reviews","2025","AI (Switzerland)","6","8","178","","","4","10.3390/ai6080178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014517395&doi=10.3390%2Fai6080178&partnerID=40&md5=a7d880f5ab659ef6f1182ca0d1b35fe3","As large language models (LLMs) gain traction among researchers and practitioners, particularly in digital marketing for tasks such as customer feedback analysis and automated communication, concerns remain about the reliability and consistency of their outputs. This study investigates annotation bias in LLMs by comparing human and AI-generated annotation labels across sentiment, topic, and aspect dimensions in hotel booking reviews. Using the HRAST dataset, which includes 23,114 real user-generated review sentences and a synthetically generated corpus of 2000 LLM-authored sentences, we evaluate inter-annotator agreement between a human expert and three LLMs (ChatGPT-3.5, ChatGPT-4, and ChatGPT-4-mini) as a proxy for assessing annotation bias. Our findings show high agreement among LLMs, especially on synthetic data, but only moderate to fair alignment with human annotations, particularly in sentiment and aspect-based sentiment analysis. LLMs display a pronounced neutrality bias, often defaulting to neutral sentiment in ambiguous cases. Moreover, annotation behavior varies notably with task design, as manual, one-to-one prompting produces higher agreement with human labels than automated batch processing. The study identifies three distinct AI biases—repetition bias, behavioral bias, and neutrality bias—that shape annotation outcomes. These findings highlight how dataset complexity and annotation mode influence LLM behavior, offering important theoretical, methodological, and practical implications for AI-assisted annotation and synthetic content generation. © 2025 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014517395"
"Pawar L.","Pawar, Lakshay (60053287500)","60053287500","Design and Development of an AI-Powered Cold Mail Generator","2025","International Journal of Performability Engineering","21","6","","332","338","2","10.23940/ijpe.25.06.p5.332338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013602410&doi=10.23940%2Fijpe.25.06.p5.332338&partnerID=40&md5=8e18111982ce75ec2d9ac86981ff9bc7","The application of large language models (LLMs) in automating job posting extraction and generating personalized cold emails offers a promising approach to improving the efficiency and effectiveness of recruitment and marketing processes. The increasing reliance on email marketing in sales outreach and HR assistance has created a need for more efficient and effective email generation tools. Traditional methods of crafting personalized emails can be time-consuming and labor-intensive, leading to decreased productivity and efficiency. A prompt-based approach is used to fine-tune the LLM, enabling it to accurately extract relevant information from job postings, including job title, experience, skills, and description. The model leverages the LLM's ability to process unstructured data and generate human-like text, producing cold emails tailored to the specific needs of clients. The results demonstrate that the model achieves high accuracy in extracting job posting information and generating relevant cold emails, indicating its potential to improve response rates, conversion rates and provide personalized email content. © 2025 Totem Publisher, Inc. All rights reserved.","Article","Final","","Scopus","2-s2.0-105013602410"
"Hiremath V.R.; Ingalagi S.","Hiremath, V.R. (59758264600); Ingalagi, Sanjeev (57220010670)","59758264600; 57220010670","Optimizing digital marketing strategies with machine learning and deep learning innovations","2025","Impact of Digital Transformation on Business Growth and Performance","","","","175","204","1","10.4018/979-8-3693-9783-1.ch007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003794030&doi=10.4018%2F979-8-3693-9783-1.ch007&partnerID=40&md5=73a3083df28c54f86e25435ff973ec66","This chapter explores the transformative power of AI-driven technologies in digital marketing. First, it reveals the very basics of ML and deep learning, emphasizing how these technologies can enable personal and data-driven marketing practices. Key applications explored include predictive analytics, customer segmentation, sentiment analysis, and automated content generation, which are illustrative of ways in which applications enable targeting with increasingly enhanced levels of precision and effectiveness. Case studies of successes and challenges in integrating these into marketing strategies will be shown in real-world terms. Ethical considerations are discussed here in the chapter, such as data privacy concerns, where the responsible use of AI will be to the fore. Until the end, readers will get a full understanding of just how ML and deep learning can be used to improve online marketing campaigns, enhance customer engagement, and achieve business results that are truly measurable. © 2025, IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105003794030"
"","","","International Conferences on Applied Computing 2023, AC 2023 and WWW/Internet 2023, ICWI 2023","2023","International Conferences on Applied Computing 2023, AC 2023 and WWW/Internet 2023, ICWI 2023","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181798740&partnerID=40&md5=b2338f397ea06bfd1b1d62a1f802605d","The proceedings contain 37 papers. The topics discussed include: declarative programming in modern imperative languages; does it work on content marketing with short-video in China?; an IoT virtual sensor for indoor health risk assessment; what could possibly go wrong? or: how to live with ai?; a no-code web app for supporting decision modelling of clustering problems; human in focus: evaluation with electro graphic methods and artificial intelligence; improving algebraic expression generation using crow search based genetic algorithm; a proposed drone-enabled platform for holistic disaster management; and a blockchain-based application for food waste reduction.","Conference review","Final","","Scopus","2-s2.0-85181798740"
"Chen Y.-W.; Chiu Y.-W.; Liu Y.-S.; Huang C.-Y.; Shen Y.-C.","Chen, Yen-Wen (57154845600); Chiu, Yi-Wei (58763625800); Liu, Yu-Sin (58763828100); Huang, Chih-Yu (58763625900); Shen, Yu-Chun (58763866000)","57154845600; 58763625800; 58763828100; 58763625900; 58763866000","AI Powered Multi-model Content Creation for Virtual Gallery Using Learning Machine","2023","2023 IEEE 14th Annual Ubiquitous Computing, Electronics and Mobile Communication Conference, UEMCON 2023","","","","704","709","0","10.1109/UEMCON59035.2023.10315999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179759658&doi=10.1109%2FUEMCON59035.2023.10315999&partnerID=40&md5=4d22a603c112a0e9ba6980d6401bc831","Online digital advertising is currently a crucial marketing tool. Presently, the production of marketing content, including images, copy, and music, is still carried out using traditional manual methods. The purpose of this paper is to utilize AI technology to automatically generate diverse and contextually relevant initial drafts of marketing content. Users can gain inspiration from these drafts, resulting in significant time and manpower cost savings. Users only need to input a product image, product name, and select a music style through the webpage. Subsequently, the webpage will showcase AI-generated initial drafts of product copy with various backgrounds and arrangements. Taking inspiration from a museum concept, when users hover their mouse over the displayed product, they can simply press a designated key to play the generated music. This offers users a preliminary idea of the product in terms of imagery, copy, and music - all three aspects combined. © 2023 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85179759658"
"Chang D.; Wang L.; Xiang Y.; Zhu X.; Lee C.-H.","Chang, Danni (55987550100); Wang, Luyao (59225899400); Xiang, Yan (57970168800); Zhu, Xinyu (57703222600); Lee, Ching-Hung (56939382300)","55987550100; 59225899400; 57970168800; 57703222600; 56939382300","Exploring human perception in interactive digital advertising: A Genetic-Kansei engineering approach with human-AI collaboration","2025","Knowledge-Based Systems","311","","113072","","","6","10.1016/j.knosys.2025.113072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216317617&doi=10.1016%2Fj.knosys.2025.113072&partnerID=40&md5=55395c3ac7e59c69a5db871858280bdb","Artificial intelligence technologies have significantly enhanced the capability to generate interactive digital advertising content, aligning with the user-centric principles of Industry 5.0. Broad user engagement is crucial for interactive marketing, but the human perception of interactive digital advertising styles has not been widely explored. This study proposes a Genetic-Kansei Engineering approach with human-AI collaboration to address research gaps, focusing on human perception in digital advertising. This method involves (1) Advertising Content Analysis (ACA): extracting structural and animation effects attributes of digital advertising content through case analysis, (2) Human Perception Identification (HPI): capturing the style semantics of digital advertisements using Kansei Engineering methods and establishing their correlation with animation effects through the Back Propagation Neural Networks (BPNN), and (3) Stylized Parameter Generation (SPG): identifying the optimal solution for stylized animation effects parameter generation using Genetic Algorithms. Based on this methodology, we have developed an interactive design tool for e-commerce product digital advertisements, which has been validated for good usability. In comparative experiments, we evaluated the memorability, quality of generation, and diversity of e-commerce advertisements produced by the proposed approach against those generated by existing design tools. The results indicate that the proposed AI-Supported and Genetic-Kansei Engineering-driven approach and its derivative design tool are highly effective and usable, demonstrating the possibility of broad implementation. © 2025","Article","Final","","Scopus","2-s2.0-85216317617"
"Balawardhana M.","Balawardhana, Madara (59894888800)","59894888800","Generative AI in Marketing OpenAI's ChatGPT Enhancing Customer Conversation and Content","2025","Customer-Centric AI: Conversational Technologies, Personalization, and Ethical Innovation","","","","235","264","0","10.4018/979-8-3373-6582-4.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023763771&doi=10.4018%2F979-8-3373-6582-4.ch009&partnerID=40&md5=3a176965e832b041e2bbc99ef1008c4c","This chapter discusses the transformation of marketing strategies through generative AI with a focus on OpenAI's ChatGPT technology. Traditional marketing tools become inadequate when consumer preferences move toward personalized and real-time engagement. Through CRM integration alongside prompt engineering and retrieval-augmented generation, ChatGPT delivers scalable content creation while boosting customer engagement throughout their entire journey from initial awareness to final action. The chapter presents both the “Prompt-to-Publish” framework and new marketer roles including prompt engineers and AI editors. The chapter provides guidance for responsible AI use while addressing ethical concerns involving data privacy, misinformation, and algorithmic bias. The chapter investigates upcoming advancements through multimodal AI systems and self-operating marketing agents. The chapter provides marketers actionable strategies alongside theoretical knowledge to ethically and effectively utilize generative AI while remaining adaptable to the fast-changing digital environment. © 2026 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105023763771"
"Tadiboyina V.R.; Kunhare N.; Ojha B.; Bilaiya O.; Rastogi A.","Tadiboyina, Venkateswara Rao (60508426300); Kunhare, Nilesh (57211229139); Ojha, Bhaskar (60508575400); Bilaiya, Om (60508132000); Rastogi, Anshul (60508575500)","60508426300; 57211229139; 60508575400; 60508132000; 60508575500","Impact of Generative AI on E-Commerce: Systematic Review","2025","2025 IEEE 5th International Conference on ICT in Business Industry and Government, ICTBIG 2025","","","","","","0","10.1109/ICTBIG68706.2025.11323974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032889691&doi=10.1109%2FICTBIG68706.2025.11323974&partnerID=40&md5=e76272001e2c0c145b6000d3c1275145","Generative AI, also in the recent development in the LLMS (Large Language Models), they impacted the ecommerce domain significantly. This review process analyzes findings from 50 reviewed research papers to provide an overall overview of the applications, challenges, and future predictions of these models in the e-commerce sector. Our analysis provides that generative AI is primarily currently leveraged for customized content making, the development of sophisticated conversational agents or chat applications, and the generation of artificial images for marketing and product designing. The key applications include automatically generated product descriptions, virtual try-on solutions, and intelligent shopping assistants. However, the adoption of this technology is not without its challenges. Issues like 'hallucinations', data privacy issues, algorithmic bias, and uncompleted copyright questions show significant hurdles. So, this review discusses the real-world applications of these findings to the e-commerce developers and finds the critical areas for the next research so that, it makes the responsible and effective implementation of these generative models in the e-commerce ecosystems. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105032889691"
"Qian Y.; Chen S.; Wu C.; Yuan K.; Du Y.; Jiang Y.; Liu Y.","Qian, Yang (57205745973); Chen, Shaoge (59899121400); Wu, Chenyang (58834066600); Yuan, Kun (58064738700); Du, Yanan (57216337600); Jiang, Yuanchun (35195837300); Liu, Yezheng (16200075200)","57205745973; 59899121400; 58834066600; 58064738700; 57216337600; 35195837300; 16200075200","Large Language Models for Marketing Research: A Survey and New Perspectives","2025","Proceedings of the Annual Hawaii International Conference on System Sciences","","","","1249","1259","0","10.24251/hicss.2025.149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005138670&doi=10.24251%2Fhicss.2025.149&partnerID=40&md5=aacbe53032852a91248d19d787069531","Large Language Models (LLMs) have brought unprecedented innovation opportunities to the marketing field. However, the practical applications of LLMs within the marketing landscape currently exhibit a fragmented and scattered nature. In this study, we aim to aggregate these scattered literature to create a holistic view of LLMs capabilities for marketing research. Specifically, we present an overview of LLMs using the evolution of LMs. Subsequently, we explore their application in the marketing domain across five distinct dimensions: data annotation, idea inspiration and content generation, substitution of human participants, user behavior learning and prediction, and evaluation of LLM feedback. Finally, we discuss the new trends and challenges for LLMs in marketing. This study enriches the theoretical foundations of integrating generative AI with marketing practices. © 2025 IEEE Computer Society. All rights reserved.","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105005138670"
"Ives K.J.; Müllner V.","Ives, Kirsten Juliet (58366622700); Müllner, Vera (58369377200)","58366622700; 58369377200","To Brand or Not to Brand: An Introduction to B2B Branding","2021","Management for Professionals","Part F444","","","189","210","0","10.1007/978-3-030-54292-4_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163208334&doi=10.1007%2F978-3-030-54292-4_7&partnerID=40&md5=b8a5ba41793e491c4b752936c70c297f","Lead generation, marketing automation, performance marketing, or content AI are only a few of the recent developments that have re-shaped the face of B2B marketing. Perhaps even thus far that conventional elements such as branding have become obsolete? Branding has always been a tricky issue in the B2B environment. Originating in the B2C world, the importance of brands has never quite reached the same status for B2B companies. Once a logo and some associated guidelines were created, the task of branding is usually considered to be done. It starkly shows that even today’s B2B companies still tend to underestimate the extensive power successful brands can have on the business. Thus, the purpose of this chapter is to revisit the issue of branding to re-justify its importance in modern B2B marketing by giving a general introduction to B2B branding. After a theoretical examination, the following can be said_ Smart branding ensures a substantial and consistent positioning of companies towards its customers. By creating trust and establishing organizations as industry experts and thought-leaders, branding can become a fruitful basis for a strong and loyal partnership between customers and companies. Additionally, branding acts as an underlying red line for all activities from marketing and sales to HR. It saves time and money by trendsetting and keeping the focus on the business and customers. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Book chapter","Final","","Scopus","2-s2.0-85163208334"
"Park K.K.-C.; Kim J.M.; Mariani M.","Park, Keeyeon Ki-cheon (57936702000); Kim, Jong Min (57202425819); Mariani, Marcello (36817705700)","57936702000; 57202425819; 36817705700","The dual role of video-based eWOM in an online digital environment","2025","Journal of Business Research","201","","115734","","","1","10.1016/j.jbusres.2025.115734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017641714&doi=10.1016%2Fj.jbusres.2025.115734&partnerID=40&md5=b1b8014da76358843f777bab15b54f47","The substantial growth of platforms like YouTube highlights the heightened personal interaction offered by video-based eWOM. This study investigates the dual role of video-based eWOM in the digital era, contrasting it with traditional text based reviews. Expanding on the existing literature predominantly focused on text-based eWOM, this study analyzes the impact of video-based eWOM on characteristics and perceived value in the context of review generation and consumption. Leveraging relative anonymity and social presence theory, we explore how platform identity policies influence review content. Employing AI speech recognition, text analysis, and empirical analysis, our findings challenge the expected effectiveness of video-based eWOM as opinion leaders in generating informative reviews. The study provides theoretical insights into the evolving dynamics of eWOM in the digital marketing landscape, offering valuable guidance for marketing strategies and consumer behavior analysis. © 2025 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105017641714"
"Boukar M.M.; Mahamat A.A.; Djibrine O.H.","Boukar, Moussa Mahamat (56038589300); Mahamat, Assia Aboubakar (57222603777); Djibrine, Oumar Hassane (58814322200)","56038589300; 57222603777; 58814322200","The Impact of Artificial Intelligence (AI) on Content Management Systems (CMS): A Deep Dive","2024","International Journal of Intelligent Systems and Applications in Engineering","12","1","","552","560","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182467850&partnerID=40&md5=2efd461b259e8dae400c91486f3d5324","The dynamic nature of the global environment is always changing, with technology playing a pivotal role in propelling these shifts. The emergence of artificial intelligence (AI) has fundamentally transformed the manner in which we oversee and engage with our digital data. The potential of integrating artificial intelligence (AI) with content management systems (CMS) holds significant promise for future advancements. Artificial intelligence (AI) has the potential to bring about substantial changes in the manner in which information is managed and shared on the internet. It can enhance search functionalities and streamline numerous processes via automation. Individuals engaged in website ownership, content generation, and marketing are required to acquaint themselves with the most recent advancements in content management systems (CMS) and artificial intelligence (AI). The objective of this article is to provide a comprehensive examination of the influence of artificial intelligence (AI) on content management systems (CMS), along with an analysis of emerging AI methodologies and their practical use within a corporate environment. © 2024, Ismail Saritas. All rights reserved.","Article","Final","","Scopus","2-s2.0-85182467850"
"Singh S.; Kaur D.","Singh, Sakshi (57723846000); Kaur, Darshan (59793199100)","57723846000; 59793199100","AI-Driven Automation in Social Media Marketing: Leveraging GANs for Content Creation","2024","2024 3rd International Conference on Artificial Intelligence, Computational Electronics and Communication System, AICECS 2024","","","","","","0","10.1109/AICECS63354.2024.10957230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004550309&doi=10.1109%2FAICECS63354.2024.10957230&partnerID=40&md5=de835b924b956fe14ee1d98a8e89d494","An era of highly tailored and effective content generation has been ushered in by the rapid advancement of artificial intelligence (AI), which has completely transformed the social media marketing scene. An innovative AI method called Generative Adversarial Networks (GANs) has become a potent tool for automating the creation of engaging social media content. Marketers may easily produce stunning photos and films that captivate their target consumers by utilizing the generative powers of GANs. In order to improve brand awareness and engagement, this study explores how to effortlessly integrate GANs into current marketing workflows by delving into their complex mechanisms. Additionally, we look at the possible advantages and difficulties of implementing GANs, offering insightful information to marketers that want to use AI-driven automation to stay ahead of the curve in the cutthroat digital world of today. This study highlights the revolutionary potential of artificial intelligence (AI) in influencing the direction of social media marketing through an extensive integration of theoretical analysis and real-world implementations.  © 2024 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105004550309"
"Suresh T.","Suresh, Tejaswi (60111784600)","60111784600","Natural language processing for internal link optimisation: Automating content relationships for better search engine optimisation","2025","Journal of Digital and Social Media Marketing","13","2","","117","144","0","10.69554/ZCRZ7621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016883677&doi=10.69554%2FZCRZ7621&partnerID=40&md5=7829ef1bbc395a98f99cecf6eb1e95f8","The optimisation of internal links plays a critical role in improving website navigation, user engagement and search engine optimisation (SEO) performance.With the rapid evolution of natural language processing (NLP), the automation of internal linking promises better scalability, accuracy and personalisation.This paper explores the incorporation of NLP techniques such as semantic analysis, entity recognition and dynamic link generation into the framework of internal linking. It reviews technical methodologies, identifies problems and investigates actual applications of practical implementation, while also drawing insight from the literature. It highlights NLP-driven frameworks as critical to enhancing content relationships by applying more sophisticated models such as BERT (Bidirectional Encoder Representations from Transformers) and GPT-4 (Generative Pre-trained Transformer 4) to better semantic understanding and contextual relevance. The issues presented include computational costs, content sparsity and keyword manipulation risks, while other considerations and solutions for maintaining adherence to SEO are also discussed.The case studies further demonstrate real-world applications that deliver tangible benefits through increased organic traffic, improved user engagement and link management processes. Findings point to the possibility of transforming internal linking through NLP, allowing for adaptive and user-oriented SEO strategies. In conclusion, this paper highlights the importance of balancing automation and human-based oversight to ensure that risks such as irrelevant or misleading links do not prevail. Future advances in generative AI and multimodal models, supplemented by real-time analytics, are set to further personalise and fine-tune the strategy in internal linking to realise a deeper reaping of engagement and sustenance of SEO competition. This paper adds to the knowledge of NLP in SEO, providing practical insights for practitioners and opening opportunities for future innovation. It advocates for further research into scalable, ethical and adaptive NLP frameworks that address the dynamic needs of digital marketing. This article is also included in The Business & Management Collection which can be accessed at https://hstalks.com/business/. © HENRY STEWART PUBLICATIONS 2050-0084.","Article","Final","","Scopus","2-s2.0-105016883677"
